Cruise Embark Date,Age Banding,Cruise Ship Name,SubTrade,Lifestage,Lead Time (Days),Mosaic Group,Mosaic Type,Net Weekly HH Income,Total Children,Faretype,Cabin Meta,Cruise Experience,Cruises Completed with HAL,Region,Contactability,Duration
19/08/2018,45 - 54 Years,Westerdam,Atlantic Islands,Family,230,Domestic Success,Mid-Career Convention,331.1,0,Select Fare,Mini Suite,Past Guest,3,Japan,Mailable Only,12
19/10/2018,55 - 64 Years,Eurodam,Caribbean Transatlantic,Empty Nesters,198,Suburban Stability,Fledgling Free,331.2,0,Select Fare,Inside,Past Guest,6,Japan,Mailable and Emailable,14
13/05/2018,65 - 74 Years,Nieuw Statendam,Norway Fjord,Retired Couples,338,Senior Security,Bungalow Haven,331.2,0,Select Fare,Deluxe Balcony,Past Guest,13,US West Coast Coast,Mailable Only,7
27/09/2018,55 - 64 Years,Amsterdam,Australia/NZ,Empty Nesters,169,Suburban Stability,Boomerang Boarders,331.3,0,Select Fare,Balcony,Past Guest,7,US West Coast Coast,Mailable and Emailable,7
8/6/2018,45 - 54 Years,Koningsdam,Alaska RT Seattle,Empty Nesters,254,Family Basics,Families with Needs,331.4,0,Select Fare,Outside,Past Guest,3,Australia,Mailable Only,7
14/06/2018,65 - 74 Years,Zaandam,Australia/NZ,Retired Couples,627,Modest Traditions,Down-to-Earth Owners,331.4,0,Early Saver,Inside,Past Guest,6,US West Coast Coast,Mailable Only,17
24/08/2018,65 - 74 Years,Koningsdam,Coastals,Retired Couples,48,Modest Traditions,Down-to-Earth Owners,331.4,0,Saver,Balcony,Past Guest,4,US West Coast Coast,Emailable Only,2
17/12/2017,85 - 94 Years,Amsterdam,Atlantic Islands,Elderly Couples,100,Vintage Value,Seasoned Survivors,331.4,0,Select Fare,Balcony,Past Guest,3,US West Coast Coast,Mailable and Emailable,12
29/04/2018,35 - 44 Years,Eurodam,Norway Fjord,Family,62,Family Basics,Childcare Squeeze,331.4,0,Select Fare,Balcony,Past Guest,1,US West Coast,Emailable Only,7
21/07/2018,25 - 34 Years,Eurodam,Western Mediterranean,PreFamily,348,Modest Traditions,Down-to-Earth Owners,331.5,0,Select Fare,Balcony,Past Guest,1,US West Coast,Emailable Only,14
3/11/2018,55 - 64 Years,Eurodam,Caribbean Eastern,Empty Nesters,63,Municipal Challenge,Low Income Workers,331.5,0,Select Fare,Inside,Newcomer,0,US West Coast,Mailable Only,14
23/08/2018,55 - 64 Years,Amsterdam,Japan,Empty Nesters,373,Municipal Challenge,Low Income Workers,331.5,0,Select Fare,Balcony,Past Guest,13,US West Coast,Mailable Only,7
27/04/2018,35 - 44 Years,Eurodam,Coastals,PreFamily,15,Aspiring Homemakers,First-Rung Futures,331.6,0,Select Fare,Inside,Past Guest,1,US Central,Mailable Only,2
29/12/2017,45 - 54 Years,Amsterdam,Coastals,Family,346,Aspiring Homemakers,Affordable Fringe,331.6,1,Select Fare,Balcony,Newcomer,0,US West Coast Coast,Emailable Only,5
29/12/2017,75 - 84 Years,Amsterdam,Coastals,Older Singles,346,Senior Security,Solo Retirees,331.6,1,Saver,Inside,Past Guest,16,US West Coast Coast,Emailable Only,5
5/8/2018,65 - 74 Years,Koningsdam,Atlantic Islands,Retired Couples,189,Modest Traditions,Down-to-Earth Owners,331.6,0,Select Fare,Suite,Past Guest,3,South America,Mailable and Emailable,12
6/5/2018,55 - 64 Years,Eurodam,Atlantic Islands,Empty Nesters,116,Transient Renters,Midlife Stopgap,331.6,0,Select Fare,Deluxe Balcony,Past Guest,6,Japan,Mailable Only,13
24/08/2018,35 - 44 Years,Koningsdam,Coastals,Family,153,Suburban Stability,Fledgling Free,331.6,0,Select Fare,Balcony,Past Guest,2,US Central,Mailable Only,2
7/12/2017,55 - 64 Years,Prinsendam,Atlantic Islands,Empty Nesters,328,Suburban Stability,Dependable Me,331.6,0,Early Saver,Balcony,Past Guest,1,US Central,Mailable and Emailable,14
19/04/2018,55 - 64 Years,Zaandam,Alaska RT Seattle,Empty Nesters,310,Suburban Stability,Fledgling Free,331.7,0,Select Fare,Balcony,Newcomer,0,US West Coast,Mailable Only,15
3/11/2018,65 - 74 Years,Eurodam,Caribbean Eastern,Retired Couples,161,Suburban Stability,Boomerang Boarders,331.7,0,Select Fare,Inside,Newcomer,0,US West Coast Coast,Mailable Only,14
12/10/2018,75 - 84 Years,Nieuw Statendam,Western Mediterranean,Older Singles,512,Senior Security,Bungalow Haven,332,0,Early Saver,Inside,Past Guest,10,US West Coast Coast,Emailable Only,14
30/08/2018,85 - 94 Years,Amsterdam,Australia/NZ,Elderly Couples,275,Vintage Value,Seasoned Survivors,332,0,Select Fare,Outside,Past Guest,4,US West Coast Coast,Mailable and Emailable,14
25/02/2018,45 - 54 Years,Prinsendam,North Cape,Empty Nesters,519,Family Basics,Budget Generations,332,0,Select Fare,Balcony,Past Guest,7,US West Coast Coast,Emailable Only,12
29/04/2018,25 - 34 Years,Nieuw Statendam,Western Mediterranean,Family,209,Family Basics,Childcare Squeeze,332,1,Select Fare,Balcony,Past Guest,7,US West Coast Coast,Mailable and Emailable,12
20/10/2018,65 - 74 Years,Zaandam,Panama Canal,Retired Couples,182,Senior Security,Classic Grandparents,332.2,0,Early Saver,Inside,Past Guest,1,Europe,Mailable and Emailable,28
20/09/2018,75 - 84 Years,Amsterdam,Japan,Elderly Couples,135,Senior Security,Bungalow Haven,332.2,0,Select Fare,Balcony,Past Guest,5,US West Coast,Emailable Only,14
6/5/2018,65 - 74 Years,Eurodam,Atlantic Islands,Retired Couples,317,Modest Traditions,Self Supporters,332.2,0,Select Fare,Balcony,Past Guest,5,US West Coast,Emailable Only,13
29/12/2017,45 - 54 Years,Westerdam,Coastals,Empty Nesters,357,Aspiring Homemakers,Contemporary Starts,332.2,0,Select Fare,Outside,Past Guest,5,US West Coast,Emailable Only,5
20/07/2018,65 - 74 Years,Prinsendam,Coastals,Retired Couples,460,Municipal Challenge,Streetwise Singles,332.2,0,Select Fare,Mini Suite,Past Guest,2,US West Coast,Mailable and Emailable,3
21/07/2018,65 - 74 Years,Eurodam,Western Mediterranean,Retired Couples,206,Modest Traditions,Down-to-Earth Owners,332.3,0,Select Fare,Balcony,Past Guest,21,Europe,Mailable and Emailable,14
21/12/2017,75 - 84 Years,Koningsdam,Atlantic Islands,Elderly Couples,227,Modest Traditions,Down-to-Earth Owners,332.3,0,Select Fare,Balcony,Newcomer,0,US West Coast,Mailable and Emailable,14
21/07/2018,45 - 54 Years,Westerdam,Atlantic Islands,Empty Nesters,206,Aspiring Homemakers,Primary Ambitions,332.4,0,Select Fare,Balcony,Past Guest,4,US Central,Mailable and Emailable,12
24/11/2018,45 - 54 Years,Nieuw Statendam,Caribbean Eastern,Empty Nesters,604,Domestic Success,Modern Parents,332.4,0,Select Fare,Deluxe Balcony,Past Guest,1,US Central,Mailable Only,14
5/8/2018,45 - 54 Years,Koningsdam,Atlantic Islands,Family,505,Aspiring Homemakers,Affordable Fringe,332.4,2,Early Saver,Outside,Past Guest,7,US Central,Emailable Only,12
10/11/2018,55 - 64 Years,Nieuw Statendam,Caribbean Eastern,Empty Nesters,578,Modest Traditions,Down-to-Earth Owners,332.4,0,Select Fare,Inside,Past Guest,3,US Central,Mailable and Emailable,14
23/08/2018,55 - 64 Years,Amsterdam,Japan,Empty Nesters,59,Prestige Positions,Bank of Mum and Dad,332.5,0,Select Fare,Outside,Past Guest,10,Australia,Mailable Only,7
23/08/2018,55 - 64 Years,Amsterdam,Japan,Empty Nesters,59,Prestige Positions,Bank of Mum and Dad,332.5,0,Early Saver,Inside,Past Guest,1,US West Coast Coast,Mailable Only,7
1/12/2017,85 - 94 Years,Eurodam,Caribbean Eastern,Elderly Couples,290,Senior Security,Solo Retirees,332.5,0,Select Fare,Balcony,Past Guest,1,US West Coast Coast,Mailable Only,14
15/12/2017,45 - 54 Years,Eurodam,Caribbean Southern,Empty Nesters,613,Municipal Challenge,Low Income Workers,332.5,0,Select Fare,Inside,Past Guest,1,US West Coast Coast,Mailable Only,14
9/6/2018,75 - 84 Years,Eurodam,Baltic,Elderly Couples,48,Vintage Value,Seasoned Survivors,332.5,0,Select Fare,Inside,Past Guest,7,US West Coast Coast,Emailable Only,14
21/12/2017,55 - 64 Years,Koningsdam,Atlantic Islands,Empty Nesters,160,Municipal Challenge,Low Income Workers,332.5,0,Select Fare,Mini Suite,Past Guest,4,Europe,Emailable Only,14
9/6/2018,45 - 54 Years,Eurodam,Baltic,Empty Nesters,628,Modest Traditions,Offspring Overspill,332.6,0,Early Saver,Inside,Past Guest,5,US Central,Emailable Only,14
19/10/2018,75 - 84 Years,Eurodam,Caribbean Transatlantic,Elderly Couples,241,Family Basics,Families with Needs,332.6,0,Select Fare,Balcony,Past Guest,2,US West Coast Coast,Mailable Only,15
11/2/2018,75 - 84 Years,Amsterdam,Panama Canal,Elderly Couples,9,Urban Cohesion,Ageing Access,332.7,0,Select Fare,Inside,Past Guest,5,US West Coast Coast,Emailable Only,28
12/11/2018,85 - 94 Years,Koningsdam,Alaska RT Seattle,Older Singles,166,Modest Traditions,Self Supporters,333.1,1,Early Saver,Outside,Past Guest,4,US Central,Mailable Only,11
6/4/2018,55 - 64 Years,Eurodam,Alaska RT Seattle,Empty Nesters,521,Modest Traditions,Down-to-Earth Owners,333.2,0,Select Fare,Inside,Past Guest,1,US West Coast,Mailable Only,7
29/04/2018,95+ Years,Nieuw Statendam,Western Mediterranean,Elderly Couples,52,Vintage Value,Dependent Greys,333.3,0,Saver,Outside,Past Guest,2,US West Coast,Mailable Only,12
26/10/2018,55 - 64 Years,Nieuw Statendam,Caribbean Transatlantic,Empty Nesters,307,Domestic Success,Modern Parents,333.3,0,Select Fare,Balcony,Newcomer,0,US West Coast,Emailable Only,15
17/03/2018,55 - 64 Years,Nieuw Statendam,Caribbean Transatlantic,Empty Nesters,126,Prestige Positions,Bank of Mum and Dad,333.3,0,Select Fare,Inside,Newcomer,0,US Central,Emailable Only,13
31/05/2018,45 - 54 Years,Amsterdam,Japan,Empty Nesters,481,Suburban Stability,Boomerang Boarders,333.4,0,Select Fare,Mini Suite,Past Guest,2,US Central,Emailable Only,7
15/09/2018,35 - 44 Years,Koningsdam,Coastals,PreFamily,464,Municipal Challenge,Low Income Workers,333.4,0,Select Fare,Inside,Past Guest,5,Australia,Emailable Only,3
26/07/2018,55 - 64 Years,Amsterdam,Japan,Empty Nesters,325,Modest Traditions,Self Supporters,333.4,0,Select Fare,Unclassified,Past Guest,19,US Central,Mailable Only,7
25/02/2018,65 - 74 Years,Prinsendam,North Cape,Older Singles,205,Vintage Value,Seasoned Survivors,333.4,0,Select Fare,Suite,Past Guest,19,US Central,Mailable Only,12
8/7/2018,65 - 74 Years,Zaandam,Baltic,Retired Couples,279,Municipal Challenge,Low Income Workers,333.4,0,Select Fare,Inside,Past Guest,13,South America,Mailable and Emailable,14
26/10/2018,45 - 54 Years,Nieuw Statendam,Caribbean Transatlantic,Empty Nesters,329,Aspiring Homemakers,Primary Ambitions,333.5,0,Select Fare,Inside,Past Guest,1,US West Coast,Mailable Only,15
19/05/2018,55 - 64 Years,Westerdam,Baltic,Empty Nesters,38,Modest Traditions,Offspring Overspill,333.5,0,Select Fare,Inside,Newcomer,0,US West Coast,Emailable Only,16
9/12/2017,55 - 64 Years,Nieuw Statendam,Caribbean Eastern,Empty Nesters,109,Family Basics,Childcare Squeeze,333.6,0,Early Saver,Inside,Past Guest,2,US West Coast,Mailable and Emailable,14
11/11/2018,65 - 74 Years,Prinsendam,Panama Canal,Retired Couples,84,Senior Security,Bungalow Haven,333.6,0,Select Fare,Inside,Past Guest,3,US West Coast,Mailable Only,28
11/5/2018,65 - 74 Years,Koningsdam,Western Mediterranean,Retired Couples,263,Modest Traditions,Down-to-Earth Owners,333.6,0,Select Fare,Outside,Past Guest,26,Australia,Mailable Only,14
30/03/2018,45 - 54 Years,Nieuw Statendam,Alaska RT Seattle,Family,531,Aspiring Homemakers,Primary Ambitions,333.7,2,Saver,Inside,Past Guest,27,Australia,Mailable Only,7
3/10/2018,45 - 54 Years,Zaandam,Western Mediterranean,Empty Nesters,320,Modest Traditions,Down-to-Earth Owners,333.7,0,Select Fare,Inside,Past Guest,2,Australia,Mailable and Emailable,17
10/3/2018,55 - 64 Years,Eurodam,Caribbean Transatlantic,Empty Nesters,257,Modest Traditions,Offspring Overspill,333.8,0,Select Fare,Balcony,Past Guest,16,Australia,Mailable Only,13
23/07/2018,65 - 74 Years,Prinsendam,Greenland,Retired Couples,398,Senior Security,Solo Retirees,333.8,0,Select Fare,Balcony,Past Guest,19,Australia,Mailable Only,19
19/04/2018,55 - 64 Years,Amsterdam,Japan,Empty Nesters,103,Suburban Stability,Boomerang Boarders,333.8,0,Select Fare,Deluxe Balcony,Past Guest,7,South America,Mailable Only,7
8/6/2018,65 - 74 Years,Koningsdam,Alaska RT Seattle,Retired Couples,324,Modest Traditions,Offspring Overspill,333.8,0,Saver,Mini Suite,Past Guest,1,US Central,Mailable Only,7
11/8/2018,65 - 74 Years,Eurodam,Western Mediterranean,Retired Couples,651,Modest Traditions,Offspring Overspill,333.8,0,Early Saver,Balcony,Past Guest,1,US Central,Emailable Only,14
26/04/2018,55 - 64 Years,Amsterdam,Australia/NZ,Empty Nesters,152,Family Basics,Families with Needs,334,0,Select Fare,Inside,Past Guest,8,Australia,Mailable Only,14
23/03/2018,75 - 84 Years,Eurodam,Western Mediterranean,Elderly Couples,86,Modest Traditions,Down-to-Earth Owners,334,0,Select Fare,Deluxe Balcony,Past Guest,16,US Central,Mailable and Emailable,14
19/05/2018,25 - 34 Years,Eurodam,Norway Fjord,PreFamily,17,Family Basics,Childcare Squeeze,334.1,0,Early Saver,Balcony,Past Guest,4,US Central,Mailable and Emailable,7
16/09/2018,75 - 84 Years,Nieuw Statendam,Western Mediterranean,Elderly Couples,625,Vintage Value,Dependent Greys,334.1,0,Select Fare,Inside,Past Guest,2,US Central,Mailable Only,14
6/4/2018,45 - 54 Years,Eurodam,Alaska RT Seattle,Empty Nesters,55,Domestic Success,Mid-Career Convention,334.2,0,Saver,Inside,Newcomer,0,US Central,Emailable Only,7
23/02/2018,25 - 34 Years,Eurodam,Caribbean Southern,PreFamily,362,Suburban Stability,Boomerang Boarders,334.3,0,Select Fare,Deluxe Balcony,Past Guest,12,US Central,Emailable Only,14
11/8/2018,75 - 84 Years,Eurodam,Western Mediterranean,Elderly Couples,123,Modest Traditions,Down-to-Earth Owners,334.3,0,Select Fare,Inside,Past Guest,1,US Central,Mailable Only,14
9/6/2018,75 - 84 Years,Eurodam,Baltic,Elderly Couples,36,Senior Security,Classic Grandparents,334.3,0,Select Fare,Balcony,Newcomer,0,Australia,Mailable Only,14
3/3/2018,65 - 74 Years,Nieuw Statendam,Caribbean Southern,Retired Couples,71,Modest Traditions,Down-to-Earth Owners,334.4,0,Select Fare,Inside,Past Guest,1,Australia,Mailable and Emailable,14
23/07/2018,18 - 24 Years,Prinsendam,Greenland,PreFamily,52,Senior Security,Classic Grandparents,334.4,0,Select Fare,Balcony,Past Guest,7,US West Coast,Mailable Only,19
8/10/2018,55 - 64 Years,Koningsdam,Alaska RT Seattle,Empty Nesters,411,Family Basics,Solid Economy,334.4,0,Select Fare,Balcony,Past Guest,1,US West Coast,Emailable Only,12
5/2/2018,65 - 74 Years,Koningsdam,Panama Canal,Retired Couples,305,Modest Traditions,Offspring Overspill,334.4,0,Select Fare,Inside,Past Guest,1,US West Coast,Mailable and Emailable,35
18/09/2018,65 - 74 Years,Koningsdam,Australia/NZ,Older Singles,16,Municipal Challenge,Low Income Workers,334.4,0,Early Saver,Mini Suite,Past Guest,2,US West Coast,Mailable Only,17
29/12/2017,45 - 54 Years,Eurodam,Caribbean Southern,Empty Nesters,71,Family Basics,Childcare Squeeze,334.4,0,Select Fare,Deluxe Balcony,Past Guest,14,Japan,Mailable Only,14
9/12/2017,55 - 64 Years,Koningsdam,Alaska RT Seattle,Empty Nesters,77,Municipal Challenge,High Rise Residents,334.6,0,Select Fare,Inside,Newcomer,0,Europe,Mailable Only,12
19/01/2018,65 - 74 Years,Nieuw Statendam,Caribbean Southern,Retired Couples,220,Senior Security,Classic Grandparents,334.6,0,Select Fare,Inside,Past Guest,1,US West Coast,Mailable Only,14
17/08/2018,65 - 74 Years,Zaandam,Baltic,Retired Couples,49,Vintage Value,Primary Ambitions,334.6,0,Early Saver,Balcony,Past Guest,8,US Central,Mailable and Emailable,14
3/2/2018,75 - 84 Years,Nieuw Statendam,Caribbean Southern,Elderly Couples,225,Senior Security,Classic Grandparents,334.6,0,Select Fare,Deluxe Balcony,Past Guest,2,South America,Mailable Only,14
6/5/2018,65 - 74 Years,Eurodam,Atlantic Islands,Retired Couples,198,Suburban Stability,Fledgling Free,334.7,0,Select Fare,Balcony,Past Guest,2,US West Coast Coast,Emailable Only,13
7/12/2017,75 - 84 Years,Prinsendam,Atlantic Islands,Elderly Couples,295,Vintage Value,Seasoned Survivors,334.8,0,Select Fare,Balcony,Past Guest,1,US West Coast Coast,Mailable Only,14
20/10/2018,55 - 64 Years,Koningsdam,Alaska RT Seattle,Empty Nesters,181,Aspiring Homemakers,Contemporary Starts,334.8,0,Saver,Balcony,Past Guest,2,South America,Mailable and Emailable,7
20/10/2018,18 - 24 Years,Koningsdam,Alaska RT Seattle,PreFamily,286,Family Basics,Families with Needs,334.8,0,Saver,Balcony,Past Guest,1,US Central,Mailable Only,7
11/2/2018,75 - 84 Years,Amsterdam,Panama Canal,Elderly Couples,35,Vintage Value,Dependent Greys,334.9,0,Early Saver,Balcony,Newcomer,0,US Central,Emailable Only,28
15/09/2018,65 - 74 Years,Eurodam,Atlantic Islands,Retired Couples,62,Aspiring Homemakers,Contemporary Starts,335.1,0,Select Fare,Balcony,Past Guest,4,US West Coast,Emailable Only,13
14/07/2018,45 - 54 Years,Eurodam,Norway Fjord,Empty Nesters,330,Family Basics,Budget Generations,335.1,0,Select Fare,Outside,Past Guest,3,Australia,Emailable Only,7
23/07/2018,65 - 74 Years,Prinsendam,Greenland,Retired Couples,310,Country Living,Village Retirement,335.1,0,Select Fare,Mini Suite,Past Guest,11,US Central,Mailable and Emailable,19
3/6/2018,55 - 64 Years,Nieuw Statendam,Western Mediterranean,Empty Nesters,627,Municipal Challenge,Low Income Workers,335.1,0,Early Saver,Inside,Past Guest,5,US Central,Mailable and Emailable,14
25/08/2018,18 - 24 Years,Eurodam,Norway Fjord,PreFamily,92,Transient Renters,Renting a Room,335.3,0,Early Saver,Suite,Past Guest,2,US Central,Mailable Only,7
29/10/2018,65 - 74 Years,Koningsdam,Atlantic Islands,Retired Couples,486,Aspiring Homemakers,Affordable Fringe,335.3,0,Select Fare,Mini Suite,Past Guest,16,South America,Mailable Only,12
12/10/2018,75 - 84 Years,Nieuw Statendam,Western Mediterranean,Elderly Couples,178,Vintage Value,Seasoned Survivors,335.3,0,Early Saver,Balcony,Past Guest,2,South America,Mailable and Emailable,14
25/08/2018,35 - 44 Years,Eurodam,Norway Fjord,Family,120,Domestic Success,Mid-Career Convention,335.5,2,Saver,Balcony,Past Guest,6,South America,Emailable Only,7
19/05/2018,75 - 84 Years,Eurodam,Norway Fjord,Elderly Couples,67,Urban Cohesion,Community Elders,335.5,0,Saver,Balcony,Past Guest,6,South America,Mailable and Emailable,7
22/04/2018,25 - 34 Years,Nieuw Statendam,Norway Fjord,PreFamily,103,Country Living,Wealthy Landowners,335.7,0,Select Fare,Balcony,Past Guest,3,South America,Emailable Only,7
2/9/2018,45 - 54 Years,Koningsdam,Western Mediterranean,Empty Nesters,215,Modest Traditions,Down-to-Earth Owners,335.7,0,Select Fare,Inside,Newcomer,0,South America,Mailable Only,13
2/9/2018,25 - 34 Years,Nieuw Statendam,Norway Fjord,PreFamily,228,Aspiring Homemakers,Affordable Fringe,335.7,0,Early Saver,Balcony,Past Guest,10,US Central,Mailable and Emailable,7
4/6/2018,65 - 74 Years,Westerdam,Norway Fjord,Retired Couples,14,Vintage Value,Estate Veterans,335.7,0,Early Saver,Inside,Past Guest,2,US Central,Mailable Only,12
8/10/2018,75 - 84 Years,Koningsdam,Alaska RT Seattle,Elderly Couples,200,Vintage Value,Seasoned Survivors,335.7,0,Early Saver,Balcony,Past Guest,2,US West Coast,Mailable and Emailable,12
23/05/2018,75 - 84 Years,Prinsendam,Australia/NZ,Elderly Couples,231,Senior Security,Solo Retirees,335.7,0,Early Saver,Balcony,Past Guest,2,US West Coast,Mailable and Emailable,19
12/10/2018,65 - 74 Years,Eurodam,Alaska RT Seattle,Retired Couples,12,Urban Cohesion,Ageing Access,335.9,0,Select Fare,Balcony,Past Guest,3,US Central,Mailable Only,7
16/05/2018,55 - 64 Years,Westerdam,Coastals,Empty Nesters,367,Rental Hubs,Bus-Route Renters,335.9,0,Early Saver,Inside,Newcomer,0,US Central,Mailable Only,3
1/7/2018,35 - 44 Years,Zaandam,Norway Fjord,PreFamily,322,Family Basics,Families with Needs,336.1,0,Select Fare,Balcony,Past Guest,6,US West Coast Coast,Mailable Only,7
21/04/2018,75 - 84 Years,Koningsdam,Atlantic Islands,Elderly Couples,124,Modest Traditions,Down-to-Earth Owners,336.3,0,Select Fare,Balcony,Past Guest,3,US West Coast Coast,Mailable and Emailable,13
12/1/2018,45 - 54 Years,Eurodam,Caribbean Southern,Empty Nesters,375,Municipal Challenge,Low Income Workers,336.6,0,Select Fare,Balcony,Past Guest,3,US West Coast Coast,Emailable Only,14
4/7/2018,75 - 84 Years,Westerdam,Western Mediterranean,Elderly Couples,43,Modest Traditions,Down-to-Earth Owners,336.6,0,Select Fare,Mini Suite,Past Guest,14,US Central,Mailable and Emailable,17
